3.267206	0.000000	-0.000754
3.263737	0.070338	-0.002261
3.264271	0.120074	-0.003453
3.272007	0.190412	-0.004436
3.272139	0.240149	-0.005098
3.280399	0.310490	-0.005545
3.281268	0.360227	-0.005667
3.289527	0.430564	-0.005573
3.289660	0.480301	-0.005154
3.309575	0.550639	-0.004523
3.296776	0.600375	-0.003571
3.294591	0.670713	-0.002414
3.289949	0.720450	-0.000944
3.305304	0.790787	0.000720
3.303354	0.861128	0.002628
3.304329	0.910865	0.004828
3.307701	0.960602	0.007255
3.317612	1.030940	0.009845
3.312121	1.101277	0.012642
3.308875	1.151014	0.015692
3.322788	1.221352	0.018871
3.344553	1.271088	0.022278
3.323982	1.341426	0.025790
3.333903	1.391163	0.029502
3.321147	1.461504	0.033292
3.306806	1.531841	0.037198
3.309876	1.602179	0.041203
3.306329	1.651916	0.045353
3.352322	1.701653	0.049572
3.329367	1.771990	0.053791
3.322722	1.842328	0.058047
3.322049	1.892065	0.062380
3.315888	1.962406	0.066663
3.310675	2.032743	0.070937
3.314051	2.082480	0.075237
3.307002	2.152818	0.079438
3.322059	2.223155	0.083579
3.321515	2.272892	0.087702
3.319718	2.343230	0.091677
3.318643	2.392967	0.095600
3.321100	2.463308	0.099346
3.319711	2.533645	0.102959
3.295536	2.603983	0.106421
3.271977	2.653720	0.109778
3.261890	2.724057	0.112902
3.230599	2.794395	0.115843
3.195847	2.864736	0.118584
3.189262	2.935074	0.121115
3.188529	3.005411	0.123431
3.173197	3.075749	0.125518
3.172941	3.146090	0.127370
3.193575	3.216428	0.128980
3.206321	3.286765	0.130343
3.202657	3.357103	0.131453
3.201351	3.406840	0.132358
3.165265	3.477177	0.132949
3.121119	3.547518	0.133278
3.082248	3.617856	0.133338
3.072002	3.688194	0.133136
3.071001	3.758532	0.132669
3.071518	3.828869	0.131939
3.055035	3.899210	0.130946
3.033602	3.969548	0.129698
3.034786	4.039886	0.128196
3.038569	4.110223	0.126447
3.043437	4.159960	0.124514
3.042551	4.230298	0.122288
3.042406	4.300639	0.119839
3.053935	4.370976	0.117170
3.048414	4.441314	0.114296
3.032969	4.511652	0.111220
3.027945	4.581989	0.107959
3.024550	4.652330	0.104524
3.019745	4.722668	0.100923
3.010156	4.793006	0.097172
3.001515	4.863343	0.093284
2.994725	4.933681	0.089273
2.989393	5.004022	0.085153
2.984107	5.074360	0.080937
2.970950	5.144697	0.076640
2.970297	5.215035	0.072279
2.988216	5.285373	0.067866
2.988531	5.355714	0.063418
2.998103	5.426051	0.058951
2.991697	5.475788	0.054536
2.958672	5.546126	0.050076
2.921121	5.616464	0.045639
2.888003	5.686801	0.041245
2.886176	5.757142	0.036908
2.885062	5.827480	0.032641
2.887403	5.897818	0.028457
2.892821	5.968155	0.024372
2.903909	6.038493	0.020398
2.906548	6.108834	0.016548
2.893242	6.158571	0.012891
2.871769	6.228908	0.009326
2.845514	6.299246	0.005922
2.825156	6.369584	0.002687
2.835487	6.439921	-0.000368
2.857988	6.510262	-0.003233
2.859902	6.580600	-0.005902
2.847265	6.630337	-0.008310
2.800649	6.700674	-0.010562
2.785243	6.771012	-0.012597
2.780323	6.841350	-0.014409
2.783758	6.911691	-0.015994
2.793785	6.982028	-0.017350
2.773230	7.031765	-0.018417
2.765733	7.102103	-0.019306
2.766154	7.172441	-0.019960
2.749509	7.242778	-0.020380
2.739821	7.313119	-0.020566
2.747168	7.362856	-0.020466
2.761350	7.433194	-0.020192
2.749290	7.503531	-0.019694
2.711132	7.573869	-0.018975
2.713868	7.623606	-0.017986
2.726896	7.693947	-0.016843
2.716816	7.764284	-0.015498
2.698881	7.834622	-0.013959
2.699985	7.884359	-0.012178
2.709581	7.954696	-0.010274
2.703586	8.025034	-0.008203
2.670143	8.095375	-0.005974
2.667918	8.145112	-0.003542
2.688907	8.215450	-0.001029
2.663982	8.285787	0.001608
2.646826	8.356125	0.004358
2.662294	8.405862	0.007264
2.683774	8.476199	0.010203
2.636521	8.546540	0.013216
2.624057	8.596277	0.016347
2.626739	8.666615	0.019472
2.620462	8.736952	0.022633
2.609348	8.807290	0.025816
2.621785	8.857027	0.029064
2.634193	8.927364	0.032252
2.598900	8.997705	0.035425
2.585657	9.047442	0.038621
