      0.8435992        0.0000000        0.0014850 
      0.8375912        0.1946873        0.0027989 
      0.8315822        0.3893745       -0.0023294 
      0.8255742        0.5840608       -0.0101747 
      0.8195662        0.7787479        0.0270094 
      0.8206977        0.9743564        0.0171443 
      0.8337665        1.1694710        0.0185311 
      0.8552316        1.3640816        0.0159935 
      0.8857634        1.5586040        0.0071223 
      0.9239079        1.7531970       -0.0099606 
      0.9616910        1.9477282       -0.0265953 
      0.9916161        2.1413274       -0.0458373 
      1.0078142        2.3330548       -0.0640282 
      1.0121922        2.5234616       -0.0785265 
      1.0040534        2.7143232       -0.0874228 
      0.9870356        2.9071767       -0.0902286 
      0.9647381        3.1022375       -0.0863868 
      0.9416199        3.2988080       -0.0768248 
      0.9231492        3.4956254       -0.0631545 
      0.9111237        3.6915269       -0.0474136 
      0.9021553        3.8865590       -0.0317264 
      0.8957759        4.0811124       -0.0180880 
      0.8915973        4.2756108       -0.0079671 
      0.8886299        4.4703602       -0.0021998 
      0.8857622        4.6652190       -0.0009487 
      0.8844799        4.8600487       -0.0037713 
      0.8850966        5.0548404       -0.0097649 
      0.8871105        5.2495767       -0.0177750 
      0.8896249        5.4442523       -0.0265907 
      0.8918148        5.6389047       -0.0351160 
      0.8927793        5.8335729       -0.0424899 
      0.8925175        6.0282668       -0.0481495 
      0.8917125        6.2229951       -0.0518359 
      0.8903919        6.4177304       -0.0535618 
      0.8876230        6.6124491       -0.0535512 
      0.8837915        6.8071304       -0.0521708 
      0.8794579        7.0017571       -0.0498624 
      0.8745132        7.1963468       -0.0470857 
      0.8689695        7.3909522       -0.0442727 
      0.8631475        7.5856055       -0.0417961 
      0.8569165        7.7803160       -0.0399473 
      0.8510262        7.9750450       -0.0389246 
      0.8466085        8.1697588       -0.0388291 
      0.8437638        8.3644479       -0.0396680 
      0.8423909        8.5591422       -0.0413651 
      0.8426299        8.7538224       -0.0437780 
      0.8437620        8.9485052       -0.0467184 
      0.8446962        9.1431913       -0.0499762 
      0.8455100        9.3378830       -0.0533415 
      0.8460977        9.5325896       -0.0566221 
      0.8467178        9.7272884       -0.0596554 
      0.8473126        9.9219664       -0.0623135 
      0.8479646       10.1166504       -0.0645016 
      0.8482805       10.3113591       -0.0661537 
      0.8486596       10.5060683       -0.0672275 
      0.8491981       10.7007860       -0.0677015 
      0.8500901       10.8955046       -0.0675760 
      0.8505526       11.0901935       -0.0668778 
      0.8510818       11.2848588       -0.0656671 
      0.8517388       11.4795299       -0.0640422 
      0.8522625       11.6742091       -0.0621403 
      0.8524652       11.8688952       -0.0601302 
      0.8525346       12.0635942       -0.0581957 
      0.8521189       12.2582998       -0.0565114 
      0.8518170       12.4529989       -0.0552144 
      0.8525575       12.6477087       -0.0543751 
      0.8542917       12.8424090       -0.0539761 
      0.8565755       13.0371207       -0.0539006 
      0.8599611       13.2318576       -0.0539376 
      0.8636083       13.4265805       -0.0538011 
      0.8667247       13.6212440       -0.0531637 
      0.8698570       13.8158466       -0.0516981 
      0.8728823       14.0104189       -0.0491209 
      0.8754037       14.2050071       -0.0452305 
      0.8772277       14.3996501       -0.0399341 
      0.8782177       14.5943574       -0.0332582 
      0.8782758       14.7891118       -0.0253434 
      0.8781746       14.9838841       -0.0164225 
      0.8786471       15.1786491       -0.0067881 
      0.8791713       15.3733926        0.0032457 
      0.8800554       15.5681118        0.0133807 
      0.8805518       15.7628292        0.0233667 
      0.8804329       15.9575239        0.0330244 
      0.8802343       16.1521929        0.0422560 
      0.8803908       16.3468502        0.0510474 
      0.8812528       16.5415283        0.0594607 
      0.8833416       16.7362528        0.0676225 
      0.8871583       16.9309917        0.0757092 
      0.8908777       17.1257848        0.0839327 
      0.8936244       17.3205144        0.0925255 
      0.8961563       17.5151894        0.1017259 
      0.8982257       17.7099194        0.1117616 
      0.9009943       17.9048034        0.1228297 
      0.9061950       18.0996821        0.1350737 
      0.9120540       18.2945064        0.1485592 
      0.9162586       18.4893458        0.1632506 
      0.9177065       18.6840264        0.1789946 
      0.9178758       18.8787424        0.1955166 
      0.9185850       19.0731871        0.2124335 
      0.9186343       19.2672931        0.2292848 
      0.9182871       19.4622017        0.2455820 
      0.9175670       19.6589799        0.2608680 
      0.9164653       19.8567609        0.2747785 
      0.9152820       20.0530462        0.2870935 
      0.9115766       20.2472258        0.2977667 
      0.9041209       20.4398396        0.3069260 
      0.8939227       20.6317615        0.3148404 
      0.8846036       20.8241617        0.3218589 
      0.8788413       21.0178544        0.3283296 
      0.8731726       21.2134818        0.3345158 
      0.8675688       21.4108765        0.3405254 
      0.8636795       21.6090322        0.3462696 
      0.8650135       21.8063511        0.3514604 
      0.8699169       22.0019671        0.3556503 
      0.8764635       22.1966009        0.3583089 
      0.8821153       22.3913708        0.3589204 
      0.8852538       22.5861300        0.3570855 
      0.8861853       22.7808027        0.3526067 
      0.8849396       22.9754649        0.3455382 
      0.8812694       23.1699623        0.3361933 
      0.8772956       23.3641394        0.3251031 
      0.8764978       23.5595192        0.3129371 
      0.8816861       23.7564744        0.3003987 
      0.8897661       23.9542221        0.2881152 
      0.8990787       24.1520040        0.2765434 
      0.9074720       24.3491616        0.2659074 
      0.9142864       24.5445055        0.2561801 
      0.9202091       24.7383632        0.2471118 
      0.9251662       24.9317610        0.2383020 
      0.9291931       25.1258395        0.2293021 
      0.9326102       25.3214146        0.2197323 
      0.9356711       25.5181613        0.2093935 
      0.9382978       25.7153560        0.1983530 
      0.9406310       25.9118580        0.1869874 
      0.9422074       26.1067945        0.1759674 
      0.9428430       26.3007446        0.1661790 
