      1.4300278        0.0000000        0.0357858 
      1.4124171        0.3054488        0.0559408 
      1.3948048        0.6106470        0.0685286 
      1.3730944        0.9157557        0.0528413 
      1.3499263        1.2211583        0.0236825 
      1.3383909        1.5294875        0.0465557 
      1.3213605        1.8438687        0.0457299 
      1.3043363        2.1545550        0.0489169 
      1.2854318        2.4587314        0.0573447 
      1.2624748        2.7583856        0.0669625 
      1.2338155        3.0566208        0.0727658 
      1.1959718        3.3552722        0.0813814 
      1.1546903        3.6540961        0.0902948 
      1.1146919        3.9542076        0.0996645 
      1.0812792        4.2578249        0.1102323 
      1.0598247        4.5651038        0.1223731 
      1.0491406        4.8753201        0.1353108 
      1.0443479        5.1836258        0.1488477 
      1.0458009        5.4890980        0.1623188 
      1.0529573        5.7934139        0.1748878 
      1.0636121        6.0979412        0.1857791 
      1.0738974        6.4031620        0.1944225 
      1.0896844        6.7088718        0.2003957 
      1.1093697        7.0149188        0.2035681 
      1.1327983        7.3213120        0.2040717 
      1.1588806        7.6279047        0.2022375 
      1.1829242        7.9347444        0.1985156 
      1.1983815        8.2410253        0.1933972 
      1.2028178        8.5467105        0.1873235 
      1.2017612        8.8522821        0.1806311 
      1.1962361        9.1575026        0.1735261 
      1.1876456        9.4622449        0.1660904 
      1.1784699        9.7665314        0.1583117 
      1.1648731       10.0711189        0.1501312 
      1.1492055       10.3765230        0.1414937 
      1.1342041       10.6825615        0.1323893 
      1.1217852       10.9881879        0.1228797 
      1.1087254       11.2937792        0.1131059 
      1.0930243       11.5995578        0.1032772 
      1.0798601       11.9051839        0.0936471 
      1.0681839       12.2104647        0.0844813 
      1.0582120       12.5156455        0.0760262 
      1.0506167       12.8209927        0.0684827 
      1.0439398       13.1265943        0.0619900 
      1.0374072       13.4320541        0.0566202 
      1.0325171       13.7373427        0.0523837 
      1.0302311       14.0426119        0.0492426 
      1.0310109       14.3479134        0.0471283 
      1.0326412       14.6531692        0.0459604 
      1.0330788       14.9584348        0.0456630 
      1.0345702       15.2637099        0.0461765 
      1.0387943       15.5690069        0.0474635 
      1.0453778       15.8742925        0.0495092 
      1.0518527       16.1795530        0.0523152 
      1.0571162       16.4847654        0.0558915 
      1.0646763       16.7900631        0.0602446 
      1.0749963       17.0953311        0.0653659 
      1.0868083       17.4007602        0.0712214 
      1.0978857       17.7065146        0.0777439 
      1.1073121       18.0119512        0.0848286 
      1.1161590       18.3169939        0.0923328 
      1.1247692       18.6220118        0.1000807 
      1.1317477       18.9274735        0.1078706 
      1.1364119       19.2337249        0.1154875 
      1.1387973       19.5403912        0.1227156 
      1.1421404       19.8465640        0.1293539 
      1.1464848       20.1522065        0.1352288 
      1.1526893       20.4577333        0.1402056 
      1.1613404       20.7629925        0.1441956 
      1.1673332       21.0678203        0.1471584 
      1.1713862       21.3725098        0.1491001 
      1.1762481       21.6778117        0.1500660 
      1.1819908       21.9833867        0.1501311 
      1.1867594       22.2889931        0.1493890 
      1.1867803       22.5944091        0.1479414 
      1.1862566       22.8997241        0.1458903 
      1.1861872       23.2050781        0.1433333 
      1.1874343       23.5104849        0.1403625 
      1.1888850       23.8156884        0.1370666 
      1.1863843       24.1209261        0.1335343 
      1.1831696       24.4261772        0.1298577 
