      1.2561153        0.0000000        0.0767414 
      1.2355701        0.2868208        0.1018436 
      1.2139999        0.5726054        0.1257915 
      1.1819489        0.8595188        0.1684952 
      1.1498964        1.1472724        0.2005961 
      1.1368240        1.4314793        0.1597652 
      1.1312023        1.7170508        0.1423148 
      1.1357675        2.0031078        0.1149041 
      1.1502721        2.2895077        0.0812356 
      1.1711321        2.5758221        0.0507423 
      1.1960461        2.8618052        0.0306829 
      1.2185262        3.1476314        0.0143456 
      1.2364191        3.4334250        0.0054860 
      1.2495865        3.7191849        0.0030874 
      1.2569108        4.0045816        0.0046840 
      1.2580265        4.2894234        0.0079348 
      1.2531205        4.5740990        0.0115543 
      1.2421988        4.8594943        0.0135885 
      1.2272518        5.1461203        0.0130530 
      1.2124562        5.4337399        0.0097051 
      1.2021420        5.7215112        0.0038500 
      1.1968008        6.0088789       -0.0038121 
      1.1959299        6.2956758       -0.0122277 
      1.1993436        6.5820078       -0.0203463 
      1.2063844        6.8681508       -0.0272868 
      1.2159939        7.1543798       -0.0324591 
      1.2263595        7.4408222       -0.0356314 
      1.2354915        7.7274027       -0.0369283 
      1.2433552        8.0138286       -0.0367417 
      1.2508532        8.3001073       -0.0356159 
      1.2573974        8.5863343       -0.0341215 
      1.2648340        8.8726172       -0.0327405 
      1.2743803        9.1589911       -0.0317873 
      1.2870401        9.4454004       -0.0313778 
      1.3024460        9.7316813       -0.0314430 
      1.3201761       10.0178424       -0.0317799 
      1.3401985       10.3040513       -0.0321235 
      1.3614125       10.5902850       -0.0322242 
      1.3817430       10.8764787       -0.0319108 
      1.3994326       11.1626274       -0.0311316 
      1.4127579       11.4488062       -0.0299645 
      1.4225043       11.7350312       -0.0286004 
      1.4286087       12.0212635       -0.0273037 
      1.4308145       12.3074669       -0.0263633 
      1.4294499       12.5937274       -0.0260420 
      1.4257446       12.8800079       -0.0265368 
      1.4213255       13.1663831       -0.0279549 
      1.4165821       13.4529709       -0.0303082 
      1.4123616       13.7395897       -0.0335256 
