      0.8055254        0.0000000        0.0222426 
      0.8105773        0.1947641        0.0325105 
      0.8156282        0.3894869        0.0350954 
      0.8206801        0.5841807        0.0257276 
      0.8257310        0.7788520        0.0282310 
      0.8273294        0.9735544        0.0506230 
      0.8340848        1.1685395        0.0636348 
      0.8456549        1.3636274        0.0797390 
      0.8600683        1.5584719        0.0969030 
      0.8755095        1.7529268        0.1107042 
      0.8903186        1.9471135        0.1196596 
      0.9035791        2.1412401        0.1254843 
      0.9130015        2.3356086        0.1265367 
      0.9166362        2.5303520        0.1229888 
      0.9157676        2.7251947        0.1155073 
      0.9099053        2.9199877        0.1046072 
      0.8994744        3.1146504        0.0907238 
      0.8856156        3.3090559        0.0747091 
      0.8655999        3.5032494        0.0573348 
      0.8370101        3.6973893        0.0394243 
      0.8062218        3.8917580        0.0219117 
      0.7794260        4.0865507        0.0058014 
      0.7606770        4.2814873       -0.0079114 
      0.7536747        4.4762331       -0.0182613 
      0.7600213        4.6707771       -0.0244124 
      0.7787242        4.8652410       -0.0257594 
      0.8043554        5.0597864       -0.0220119 
      0.8309710        5.2545427       -0.0132558 
      0.8521124        5.4495203        0.0000167 
      0.8626885        5.6445531        0.0169286 
      0.8661346        5.8395570        0.0362855 
      0.8633085        6.0345813        0.0566833 
      0.8553372        6.2296406        0.0766438 
      0.8443835        6.4247089        0.0947628 
      0.8344991        6.6196069        0.1098496 
      0.8277898        6.8141035        0.1210429 
      0.8228889        7.0081813        0.1278871 
      0.8205663        7.2020723        0.1303618 
      0.8202617        7.3960942        0.1288596 
      0.8208197        7.5904999        0.1241186 
      0.8214646        7.7853507        0.1171159 
      0.8221820        7.9805476        0.1089398 
      0.8229189        8.1758370        0.1006549 
      0.8239740        8.3708420        0.0931788 
      0.8254981        8.5655447        0.0871866 
      0.8272367        8.7601149        0.0830536 
      0.8284439        8.9547379        0.0808418 
      0.8296419        9.1494765        0.0803303 
      0.8314126        9.3442465        0.0810809 
      0.8325733        9.5389775        0.0825280 
      0.8329625        9.7336178        0.0840753 
      0.8331827        9.9282073        0.0851862 
      0.8336094       10.1228124        0.0854528 
      0.8335810       10.3174551        0.0846354 
      0.8326403       10.5121433        0.0826699 
      0.8312250       10.7068843        0.0796453 
      0.8295523       10.9016505        0.0757598 
      0.8291705       11.0964015        0.0712652 
      0.8315592       11.2911336        0.0664123 
      0.8361398       11.4858321        0.0614062 
      0.8419682       11.6805261        0.0563801 
      0.8486533       11.8752303        0.0513874 
      0.8555840       12.0699581        0.0464140 
      0.8619285       12.2646945        0.0414028 
      0.8679650       12.4593939        0.0362856 
      0.8738675       12.6540655        0.0310130 
      0.8797973       12.8487276        0.0255780 
      0.8861353       13.0433998        0.0200276 
      0.8933038       13.2380943        0.0144615 
      0.9016187       13.4327991        0.0090193 
      0.9105177       13.6275042        0.0038600 
      0.9201625       13.8222077       -0.0008628 
      0.9306967       14.0169123       -0.0050235 
      0.9421255       14.2115939       -0.0085422 
      0.9541544       14.4062428       -0.0113937 
      0.9663636       14.6008594       -0.0136070 
      0.9786569       14.7954517       -0.0152568 
      0.9910964       14.9900357       -0.0164479 
      1.0037636       15.1846370       -0.0172957 
      1.0166749       15.3792738       -0.0179078 
      1.0291074       15.5739373       -0.0183683 
      1.0404693       15.7686137       -0.0187281 
      1.0507137       15.9632735       -0.0190032 
      1.0597434       16.1578927       -0.0191796 
      1.0673329       16.3524896       -0.0192251 
      1.0739287       16.5471074       -0.0191036 
      1.0798305       16.7417691       -0.0187900 
      1.0854528       16.9364852       -0.0182813 
      1.0912441       17.1312215       -0.0176013 
      1.0974442       17.3259319       -0.0167979 
      1.1036818       17.5206107       -0.0159326 
      1.1100699       17.7152727       -0.0150657 
      1.1164738       17.9099364       -0.0142400 
      1.1224590       18.1046147       -0.0134681 
      1.1276833       18.2993065       -0.0127278 
      1.1322712       18.4939919       -0.0119680 
      1.1360316       18.6886643       -0.0111255 
      1.1389300       18.8833294       -0.0101496 
      1.1412406       19.0779980       -0.0090303 
      1.1430486       19.2726756       -0.0078208 
      1.1445396       19.4673648       -0.0066499 
      1.1459874       19.6620590       -0.0057155 
      1.1473514       19.8567459       -0.0052609 
      1.1484498       20.0514251       -0.0055328 
      1.1494661       20.2460978       -0.0067306 
      1.1504585       20.4407276       -0.0089566 
      1.1509997       20.6353457       -0.0121779 
      1.1508118       20.8300384       -0.0162122 
      1.1498467       21.0248998       -0.0207428 
      1.1478596       21.2199995       -0.0253624 
      1.1448307       21.4153395       -0.0296416 
      1.1411935       21.6107290       -0.0332074 
      1.1369220       21.8057574       -0.0358178 
      1.1318657       22.0003346       -0.0374160 
      1.1261255       22.1945798       -0.0381516 
      1.1195969       22.3886645       -0.0383626 
      1.1119220       22.5827864       -0.0385202 
      1.1031249       22.7770771       -0.0391469 
      1.0932805       22.9716085       -0.0407218 
      1.0825818       23.1663256       -0.0435935 
      1.0717679       23.3611813       -0.0479164 
      1.0616322       23.5560849       -0.0536230 
      1.0522055       23.7509835       -0.0604362 
      1.0434411       23.9459421       -0.0679193 
      1.0363937       24.1409045       -0.0755510 
      1.0296480       24.3357229       -0.0828116 
      1.0213397       24.5303148       -0.0892629 
      1.0114756       24.7247772       -0.0946082 
      1.0000666       24.9192927       -0.0987228 
      0.9873317       25.1139951       -0.1016536 
      0.9748608       25.3088498       -0.1035902 
      0.9621694       25.5036837       -0.1048170 
      0.9486503       25.6984788       -0.1056574 
      0.9331825       25.8931338       -0.1064203 
      0.9177185       26.0875150       -0.1073573 
      0.9016764       26.2817961       -0.1086360 
